,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,salary_categorized
9838,2.69458432446,-0.216348762962,-0.165931324514,0.129611365976,0.258966794482,-0.585311411401,-0.333331386346,-1.38055005681,0.509604058112
7689,0.729775880731,0.0460513412215,1.25325225613,0.699170153116,0.337374717137,0.0450139032616,-0.531111886559,0.0736851397009,-0.23308549066
6557,0.919865194381,0.532085142741,-0.176269474732,0.690878533133,0.134969357301,-0.00912156465757,0.176055784189,-0.113912070534,0.838663781863
6872,0.348940944039,0.366005476477,0.765454753233,-0.35604435939,-0.0205378733957,0.210104117507,-0.0565511712885,-2.67325717498,0.389921294772
820,-0.976364505842,-2.33157135951,0.718779683066,0.569455200801,0.0639631266335,0.0260610314376,1.46646038374,-0.243441525776,-0.153055741122
1643,-0.0135128955364,0.971295715416,-0.295808728559,1.66414442369,0.6140502398,0.148610728819,2.48997095245,-0.00571401694693,0.469374497597
7217,0.249940200709,-0.186153406774,-0.422058247008,0.32650394323,0.475532464781,0.866883086422,0.257118113509,-0.33129618705,1.56111063155
8351,0.193613594239,1.10366628808,0.915145342053,0.624417890518,0.195574477197,1.09559181135,0.664658509841,0.475086337414,-0.391270563015
2631,0.0483401912828,0.0761282118933,-2.20994804433,0.168922823481,0.704603771437,0.460098612295,-0.743615974826,0.334559662069,0.74998794423
107,0.44454622479,0.685614755778,0.165998827192,0.47249344977,0.425091431674,-0.312287982239,0.607902856602,-0.250909328335,1.07381804957
10329,1.60117033703,0.949888119008,1.82741903179,0.478003799732,0.185730852752,-0.958106255239,-0.297008123489,0.200958329677,0.169709890805
367,1.13131004382,-0.163902620437,-0.517190828237,0.402361433305,-0.271913571509,-0.451832004291,0.527947046388,-0.292983007794,-0.156524487858
8216,0.168621074613,0.176670906895,0.554494621523,-1.18010862598,0.81599391177,0.357644084385,0.145572587321,0.100654489191,-1.4415923956
416,2.15484337827,1.03704005465,-0.335741449073,0.495706659243,0.533662959647,-0.0586483559128,1.23944178386,0.331121866589,1.22961180321
2420,0.731495099122,0.459687548998,0.941949465262,0.919790667153,0.439660992396,1.65104104516,-0.331327363034,-0.696227710053,0.431194769217
729,-0.147595609437,0.669230539922,0.451086012463,1.34019208358,0.90467950811,-0.528014181423,0.246871101733,-0.0557782753555,-0.573044835558
13626,-0.00130214030529,-0.527258728895,0.169391818976,-0.0604884513201,-0.238167732696,1.96384142183,-0.303225418223,-0.199865492826,0.497722749161
4170,1.02352538439,-2.30239155347,1.18102650735,1.78277928387,0.880468510592,1.28517845225,-0.696935699445,0.0401990621695,0.400317058455
6189,-0.995741303327,1.19481242171,0.410113061515,0.572618695286,-0.221088857408,-0.254377648762,0.0478690784981,-0.151988636081,0.486740035168
12752,0.357985635275,0.0317311176868,1.35593791504,-0.0827470448132,0.617837495776,-0.361615898946,1.16686188488,0.111796259293,0.189879290478
10385,0.292367403376,-0.198338867943,-0.32398445465,3.00910073233,0.595134105039,-0.490606408556,-0.235507509442,-0.216783206835,0.109710800333
5778,1.48523909939,2.43658857466,0.440874214721,-0.751839322576,0.423238301033,1.8099837975,2.4524458284,-0.564383467376,1.16425981793
6206,0.488782583204,0.698827858791,-0.8806136084,0.344831655792,0.989532981559,0.394245542792,0.0256623651796,-0.657710299889,0.714654210882
2388,0.978655408044,0.607579568421,-0.831908114177,-0.301020390294,-0.565051360245,0.23699127702,-1.0105779623,-0.0354746977062,0.114930912222
12619,1.38229332064,0.229447428363,1.70932253201,0.805618205936,-0.0940169748644,-0.221016143516,0.365499112224,0.0746833159706,1.8828749738
4894,1.52838072276,-0.017567379188,0.517050731341,1.66507253633,0.649458627105,0.247196262249,-0.495529074172,-0.334669679569,0.889910037116
