,job_categorized
9838,-0.257429648374
7689,1.06088651256
6557,0.160840454219
6872,0.759039052226
820,1.12189015733
1643,-0.642610350192
7217,1.05231492836
8351,0.280606430338
2631,0.781784996965
107,0.0701006715124
10329,0.294378477836
367,-0.0490792369371
8216,1.64072950036
416,-0.0495705678676
2420,-0.503241870132
729,0.633250727457
13626,-0.306115211434
4170,1.01822093171
6189,0.598587417673
12752,0.45075708257
10385,1.43808490973
5778,-0.401638224973
6206,1.35080656121
2388,0.60527312037
12619,0.122703859295
4894,1.38769975237
6586,1.04771433839
8439,1.04050486818
5094,2.38585716583
4747,1.26908808947
510,1.22010506514
700,1.62323129722
6679,2.48682900973
11135,0.517385388558
2628,-0.91379543702
3679,0.302563584649
1277,1.37581490905
5226,1.09193838926
2030,0.246714542875
5071,2.07990680486
39,1.99118777824
1891,1.78222400211
7874,-0.0913586595934
4785,0.944752454246
3421,0.572500440845
4111,0.763412436507
7621,-0.289378663487
10514,0.34408651148
2980,0.240635667419
5001,0.550304256103
12678,-0.194693786216
1303,-0.0753734586188
4618,-0.382039301291
7708,0.472376847689
10986,-0.544895017117
346,1.42509768769
7375,0.737279757669
8530,-0.21278985046
9743,0.28728960575
474,1.24076170727
8860,1.68489676915
6576,0.327402794296
9937,0.694590102947
12770,1.06725532438
13316,0.00351345222456
322,1.46565870822
5245,1.02982071389
4953,0.277034804628
11247,0.0159783509469
7820,0.026534498356
2754,-0.444791359338
9512,0.736747383746
13631,0.0719108139522
3514,0.70297152768
5905,1.10350112469
971,1.15344351377
6698,0.897961077939
10194,1.14512541148
8661,2.67298342586
12095,1.0747093234
6113,0.447119449274
10862,0.713513646749
14569,1.77603676311
1201,1.16510787994
2727,0.755235541881
7399,0.711835759677
7795,2.57827667272
14739,-1.14442936525
36,0.92514622999
12943,1.10616133866
4750,-1.69463163553
6740,0.57601349675
14664,-0.242737529033
6933,0.435663115712
5183,0.199786538069
10465,0.860546163039
8969,1.16502440761
12631,1.12806217544
11661,0.739840492106
8459,0.0944773932474
3090,0.525428825574
12232,0.192783751831
1288,1.58365472094
3031,1.0091517361
14655,-0.0494657512423
2977,0.652645191515
2400,-0.135817924189
14010,1.08067945668
14508,0.59874706991
13925,1.10085934716
9924,0.14062564017
1746,0.869318434503
4125,0.954294328431
7172,0.0611825902648
9922,0.686061082823
4315,1.32513719514
8118,-0.119610204541
11571,1.61161277874
5981,0.824488981605
11487,1.32088327148
11908,0.709765339608
4549,1.01473194258
2507,1.38161200317
3375,0.840135268954
8310,0.835913304107
7092,1.37966648628
210,0.991745128252
13161,1.20584784321
1950,1.03083721093
4393,-0.100653113647
651,1.87571245427
2206,-1.1604918679
4475,-0.145610638215
2615,0.164265276283
1396,-0.992584427026
11051,0.731352100496
5909,0.347004184759
3942,1.54141780075
1670,1.54840141214
2320,-0.0132394843212
9509,1.07189534077
14342,1.03447956443
1952,1.91094596886
7630,0.201768684428
14561,0.680967847548
2937,1.46889655235
10857,1.4194662805
11807,1.04270277087
11035,0.16786348606
14223,2.55000063761
10146,-0.229769942645
484,0.735420487968
11100,1.00530288645
898,0.385053332323
1732,0.976113622128
13955,1.6153651759
2613,0.891378326811
6387,1.5144325237
8778,0.252226141702
6076,0.0523405620003
14550,0.294048261337
4684,0.759456492874
2640,0.283401926405
1250,-0.958476721223
12697,0.978683313387
11078,0.193875530997
2435,0.603322832519
4954,-0.170871044348
9787,0.741259377264
14914,0.715520994585
13356,0.610780179686
4751,0.0809546346436
8552,-0.244665138852
13957,0.255568453905
2303,1.70282698993
5532,1.28924448183
11944,-0.468954639646
12525,1.19161755461
582,1.31983743304
7372,1.19282960988
9811,1.50928053187
718,0.816216787592
12334,-0.918823203207
11066,1.02767865799
762,2.62818919969
3468,-0.426012932147
1870,0.727443987726
12574,0.952359221705
6072,0.683851660024
6808,1.24381248205
6836,1.05657723731
738,0.787722651377
9754,0.9671222793
12380,-0.274212126943
12534,-0.793730147042
7508,0.159180389486
7503,0.786690135433
11503,0.608131432298
13612,1.5912450531
14300,0.651645827565
4024,0.841716278628
14358,-0.858761783357
8303,-0.0726177308832
750,-0.339674086449
10330,1.15518301711
12939,2.90289726108
8077,0.333992759633
4554,1.04998825364
1839,0.683947723939
5399,0.607090145988
13541,1.96170136948
1275,0.507707134095
6650,0.921935942386
10114,0.267030244448
4459,0.436552727067
14266,1.05830414428
9545,1.30880759977
10556,1.01001206017
10657,0.923938421808
10569,0.697127739582
2264,-1.05272308948
8294,0.663518897042
1536,0.0193654632426
4296,-0.280498932991
6779,-0.170588980338
6061,1.06702834884
1369,-0.0411014680076
740,-0.133624146959
6800,-0.0928152354458
3857,1.2076147808
1188,1.36116583432
13451,0.124717151028
9601,-0.0672135515426
1570,0.927536217985
9632,0.737327776525
10107,0.629420128266
2527,0.134983453287
2127,0.100539877234
10073,-0.610681269741
2764,0.219065171427
9188,0.231735076017
11418,0.441206499313
12638,0.927577803418
9392,0.14472366556
6018,0.308577712587
10035,0.900011404711
1981,-0.124723787833
13625,1.07929898655
4094,-0.390695474742
10919,1.21742509799
13777,0.456388551896
14317,-0.0159645246355
2057,0.280325136805
4536,1.34533639471
4685,-0.133261080604
12854,1.303397297
4004,0.422104467749
11696,0.515561471725
14742,-0.842415786007
14376,2.42364222456
10323,-0.0930773277713
9913,0.821701145728
3434,0.927368266054
9269,1.24620188214
9825,1.08401982474
6302,1.83159277819
1710,1.45092585391
14251,0.173340203535
6286,-0.216228704234
13047,0.320991219705
562,0.501060306821
10786,0.98353556399
7907,0.87719436898
640,0.484581730878
1669,0.297583914882
3000,0.629986866983
7307,0.223870172202
13481,0.592771062651
14513,0.186549810457
2407,0.671501775467
12566,0.938927495279
8064,1.76635685138
7796,0.121687412087
13385,1.42476130147
5936,0.964475262408
14981,0.603153652556
2910,0.15511609915
4081,0.837667541588
9948,0.976835803348
12103,0.749084921669
4743,-0.0151559145317
14511,0.857119931051
5123,0.79570232975
2928,-0.162067181776
3166,0.357498810956
4304,0.243715960675
7760,0.232690188105
180,0.724500499319
5070,0.864843371461
12464,-0.0037594324252
4553,0.414660632847
2218,-0.130008009279
12317,-0.148006634333
1955,0.109482284508
1057,-0.629788163397
9056,0.773689193491
9706,1.14031113852
5556,0.421823498641
4436,-0.819146063669
1399,1.11912924693
12849,-0.716820794334
9642,2.28486578339
10529,0.0912677691706
4990,0.247228996753
12047,1.18337732324
10127,0.970878753369
2234,-0.08057449988
5144,-0.0964100377755
14020,0.170272885488
12038,0.909037082628
1210,-0.274794686775
3669,0.722655453488
10436,1.34992201453
2238,0.29050426408
13114,0.245761039068
10741,-0.909275220817
2948,1.05175038749
11766,0.370729148809
8387,0.720610836939
13879,1.11486153488
6216,0.225008201879
12118,1.23572623336
7250,-0.0213541465793
6690,3.35924509498
14125,0.339987537925
5292,-0.950878601888
14140,-0.628166986274
1434,1.02508456122
14980,1.135449945
92,1.02063857538
11384,1.5616020674
11226,0.973701194289
11126,0.784575468234
10991,0.921659556634
3469,1.36593673935
13315,-0.546574925451
6444,0.0801795403335
4861,0.214929060036
7459,0.649687849931
14196,1.07970314754
7436,-1.14002212555
10278,1.79293250117
6594,0.941730381907
10050,1.75127823721
3449,0.673408921199
9355,1.07877518256
1084,0.874279851754
8748,0.347993151342
2777,0.339744061501
11433,0.592917928377
428,1.42135078293
5013,1.38583496864
12453,0.539956515235
12405,1.7666844631
13804,0.80563227889
10846,0.227153844207
13826,0.811276408675
2698,1.2967847174
11558,0.900002520979
10074,-0.229152460004
11299,2.27584137259
408,0.755097674404
7520,1.28925596593
13295,-0.668413670439
1608,1.4853777121
10431,0.735533410343
14916,0.49818118887
4455,1.10120764022
7663,0.41352176676
11431,0.200449321335
12441,0.638804536254
9213,0.785827625365
3941,-0.72955255364
426,1.17309963294
949,0.501257303048
10087,1.12743914428
7319,0.507106567906
2865,1.51496901711
9016,1.41623574095
14706,0.74294718892
4156,0.368044986057
8060,1.31647907381
14197,0.0759461469566
6545,1.0362891688
5908,0.328247870169
7103,0.483255385665
7844,-0.0546235005939
1691,0.37500219497
12834,0.205455140736
12402,0.15304250957
1421,0.613834085189
6244,0.0393691939156
4216,1.70470367853
819,-0.222867289725
4614,-3.62154787292
4162,0.846194468622
7438,-0.513488024869
3422,0.341480257312
14676,0.520423627318
14429,0.2827110216
11496,0.930220650795
4257,3.64902255021
9891,0.784835758003
409,0.796441114493
1285,0.297914425797
4814,0.265453520857
11631,-0.301851099225
6798,-1.32671052048
4355,1.10895957886
13382,-0.280039598571
1091,0.662425817559
7998,1.53009204219
73,0.718453001128
11600,0.926336268256
3585,0.597733778362
4238,0.655037794894
11218,0.305871192729
6706,1.14686265132
5751,0.682961151557
291,0.40396241806
6084,0.707415543111
13232,0.651403978956
8278,0.981506711008
11409,1.64042365971
13823,0.81759483177
2089,-0.768447515213
7873,1.87916484839
1801,0.601299744012
13751,2.27918827405
11821,0.126432661327
1576,0.970747831712
1110,1.80083097021
318,0.640237309238
9985,-0.261752367192
4038,-0.074263433326
13589,1.18343550728
6194,0.660041966472
1825,2.26688039636
3146,0.869015518371
5081,-0.0131121072607
6832,0.548590957856
3411,0.291008031361
144,0.349953518741
8994,0.452414348704
4561,1.37604147021
7732,0.979988938837
3975,0.0874882308157
9113,-0.972649537543
7923,-0.303472106533
13752,1.32854315183
8613,-0.0557773685418
4870,0.575860223632
13581,1.54096305794
11799,2.18549087726
8256,0.90226279867
7163,0.0170640969659
1830,-0.0139896876845
11975,0.039129404876
85,1.71540807363
14170,0.68905234983
1219,-0.35903705394
7416,0.969114005164
14865,1.24492439959
9458,1.01846064253
3724,0.432999088703
5689,1.0336705306
10308,0.95128288737
10959,0.755790504169
6598,1.01741139755
13821,0.335420851668
8807,-2.01948687203
594,0.230351063228
4638,0.410898075834
9176,0.289515556094
8272,-0.351984265332
3519,0.342064549119
7660,0.0617704216382
8629,1.66175114422
14542,0.569191151871
14380,0.615526714649
5987,0.841691781037
61,1.48083666244
5723,0.410532709924
8158,1.31847794715
5152,2.52983708531
10683,0.487965504778
5090,0.751133548078
4489,-0.0686020820726
5620,1.05330162344
11856,0.623654636147
12378,0.398237103756
13009,0.00494730002637
4866,2.03406613473
13123,0.148775453429
14885,0.55075341968
6749,0.100525480179
7044,0.461941627595
11403,0.318462673865
5493,0.190823952398
3958,0.981069235378
958,2.19749317035
472,1.028394252
5960,0.829417531846
1513,0.224557746429
2290,-0.271841352051
12624,1.0089772946
5967,0.884168021604
4064,0.906612450853
13766,-0.350283424418
1479,1.29915560544
9532,-0.349916256535
8276,-0.167733272143
2899,0.385593071913
5849,0.663668222815
7100,0.537896393467
6071,0.373304036573
9089,-0.503922126817
7631,0.0624057497059
9490,1.07033823534
10766,0.120591381391
3708,1.17715705228
9551,0.985287629285
13134,-0.267109534505
9577,0.575332160007
5239,0.996847954532
9189,0.748149464528
491,-0.584625284953
10094,2.22444505029
12634,0.688676379359
3776,3.03218016848
9603,-0.376687435076
8890,1.24090044278
8509,-0.555577864921
127,1.73048258366
6372,3.17463660355
13396,-0.964727625029
11117,0.841698682141
9336,1.51015168133
1264,1.45260786312
7615,0.969015257962
7698,1.32816706989
11043,1.94871930667
7953,2.37007098096
7021,-0.0210752533422
6753,0.692557057959
9936,1.33197944669
6592,1.60229890038
275,0.797755354972
7831,0.7196389256
14474,1.1547501511
10500,0.473137267978
1272,1.00466049959
8168,1.81866317589
9368,0.982647973251
3601,1.87564353789
10801,2.37677798812
1897,0.00513137355555
11890,0.488495924569
14131,1.57179227582
5716,0.0683595772237
7936,0.534213196997
6741,-0.823212434336
4034,0.149812372698
14727,1.385174738
11156,0.395248245555
4077,0.3109100991
10712,-0.178139889516
5046,0.488013308704
7267,0.923763999334
2826,-2.58362753589
715,0.696949228947
10531,-0.213693068953
10109,0.621333491992
2973,-0.173091352949
12742,0.961004395463
1118,1.04998360173
13991,0.632022057666
3804,0.186052653995
6290,0.669641699336
4526,1.89321048513
4342,0.78628272406
9349,1.4793059487
2316,0.41118256335
9466,0.130754059928
7859,0.309810367933
4292,1.21234968786
7748,0.533794282765
11578,-0.231297668456
2458,0.665016761381
10626,-0.289155722882
5405,-0.283759719674
5623,0.716117242489
7677,0.038026496648
12528,0.120514754677
8979,-0.0895515744888
6558,0.25898768046
9035,-0.420078891111
10606,0.0678652834086
6760,1.58163208269
13495,-1.18177358982
1864,1.31407432482
12792,-0.101755480473
8074,-0.626359004903
3820,-0.332407816279
8757,0.72875588044
1145,-0.399627078996
10252,1.74683210248
14549,1.3082881408
13350,-0.062164933638
733,0.988051464367
12069,1.27429511625
5614,1.42834403317
5169,1.16320081304
3282,-0.0507132843501
2457,3.08276065353
9970,1.4849669498
8715,0.882161925628
5852,0.46043803357
13427,-0.388672072308
5627,2.612396312
4745,1.01597804037
12443,0.00668505839466
7144,0.834449203904
9072,0.894227286575
6890,0.430213221727
12089,0.967609309889
9363,1.32113109338
11712,0.348263971014
6536,0.660398825122
5357,0.713066245025
14956,0.510115201356
14526,0.100545775691
5554,0.904076279006
7912,0.985621350837
12406,0.340769341405
7535,0.743569408011
13593,1.23308361177
8973,1.41384159725
4229,1.6864004436
7700,-0.403640400952
12277,0.892304532434
10586,0.159695998323
4660,0.681431805023
11974,0.0346335066605
4755,2.29066099566
5434,1.82187182305
14490,0.00753457667292
12409,0.45165533622
11387,0.73510031993
1793,1.57624724367
1692,-0.76966531079
4786,0.677097979729
7541,-0.289580735165
13676,1.11430745397
493,0.885503566209
12415,1.18073677932
157,1.17112384622
13885,0.788728408772
13120,-0.0750145880544
1463,1.03518762684
12455,1.18500510973
11077,-0.806668346305
6148,0.897983041813
9520,0.39330220804
8759,1.07273656279
2287,0.575321190643
7530,0.0615122100167
3351,0.41345612716
9846,0.2859098653
965,-0.399535644473
9403,0.727859540089
6388,0.934110077839
2252,1.05429203973
8892,0.505752997045
2578,0.123663339235
438,0.829483488259
4442,0.677570582593
8288,1.45312359772
1614,0.858438793584
4789,0.531129069823
10159,0.793512816124
9462,-0.638488551398
10226,-0.544198159565
12956,-0.398288945223
13106,0.495802350582
467,0.814393799489
10079,1.04534583618
8624,-1.11360024526
756,-0.477087236705
13846,0.768838254023
14592,-0.165063464544
2688,0.498643331079
1090,0.952061034127
7606,1.53745991841
10632,1.13078939497
4862,1.46479703492
6109,0.837991512926
5612,0.935277375954
5389,1.09738033228
1374,0.145859890128
5550,1.36697637396
1862,-0.767601243487
10172,0.729210178023
5767,0.778586917167
13491,0.374713274558
4884,0.650525171957
10368,-0.0932871806554
8625,-0.230041128921
1878,1.09906908507
14498,1.0028678651
14296,0.477942619682
11982,1.09141455343
1119,0.863982099879
8673,0.209546695686
8628,0.638840153934
11898,1.33523444957
13544,1.49604368824
14681,0.380576920827
9589,0.187488890276
2186,1.18036831216
14926,1.27268075876
10769,0.238912995238
7033,0.48425936275
3996,0.257603604418
13650,0.0417754179874
4387,0.914070758235
1432,0.8353049363
11373,0.842801443134
10858,1.04452268549
8774,-0.967367875176
4900,0.304569122766
2174,1.22699946419
6778,-0.588791768282
14797,1.06228306422
2102,1.19730531154
10371,1.44761724814
12541,-0.200234191182
2656,-0.261631735082
6759,1.17547517812
13564,0.504546097596
14480,0.690535050778
1934,0.58977781648
7900,1.39898018259
2952,1.28238920186
4367,0.766928159057
6518,0.330417485284
13113,-0.0626612490779
11054,-1.00408764759
10860,0.0595983026754
6877,0.233040874697
11208,1.40630223472
7039,0.785155965316
758,-0.186908865115
5035,-0.426452828657
3312,-0.481520225185
829,0.837270774411
4504,0.710273416246
8198,1.17623656292
7068,1.06444398002
5350,0.645139115856
4450,0.580171384585
8327,0.756329133273
2447,0.369610785138
11720,1.16484838124
13638,1.06003645298
8066,0.85619989103
